"Title","Director","Cast (Subject of documentary)","Genre","Notes"
"Sound of My Voice","Zal Batmanglij","Christopher Denham, Nicole Vicius, Brit Marling, Avery Pohl","Psychological thriller","Fox Searchlight Pictures"
"Sparkle","Salim Akil","Jordin Sparks, Whitney Houston, Derek Luke, Mike Epps, Carmen Ejogo, Tika Sumpter, Omari Hardwick, Cee Lo Green","Drama, Musical","TriStar Pictures"
"Star Wars: Episode I – The Phantom Menace 3D","George Lucas","Liam Neeson, Ewan McGregor, Jake Lloyd, Ahmed Best, Pernilla August, Ian McDiarmid, Anthony Daniels, Kenny Baker, Frank Oz, Ray Park, Silas Carson, Sofia Coppola, Keira Knightley, Samuel L. Jackson","Sci-fi","20th Century Fox, Lucasfilm"
"Step Up Revolution","Scott Speer","Ryan Guzman, Kathryn McCormick, Misha Gabriel, Cleopatra Coleman, Stephen ""tWitch"" Boss, Adam G. Sevani, Tommy Dewey and Peter Gallagher","Dance, Drama, Romance","Summit Entertainment Preceded by Step Up 3D (2010)"
"Stolen","Simon West","Nicolas Cage, Danny Huston, Malin Åkerman, Sami Gayle, Mark Valley and Josh Lucas","Action thriller","Millennium Films"
"The Swan Princess Christmas","Richard Rich","Yuri Lowenthal, Elle Deets, David Lodge, G. K. Bowes, Doug Stone, Brian Nissen, Clayton James Mackay, James Arrington, Joey Lotsko","Animated, Family, 3D","Preceded by The Swan Princess: The Mystery of the Enchanted Kingdom (1998) Direct-to-video"
"Taken 2","Olivier Megaton","Liam Neeson, Maggie Grace, Famke Janssen and Rade Šerbedžija, Leland Orser, Jon Gries, D. B. Sweeney, Luke Grimes, Aclan Bates, Kevork Malikyan","Action thriller","20th Century Fox, EuropaCorp Preceded by Taken (2008)"
"The Tall Man","Pascal Laugier","Jessica Biel, Jodelle Ferland, William B. Davis, Samantha Ferris, Colleen Wheeler, Garwin Sanford, Janet Wright, Eve Harlow, John Mann, Teach Grant, Ferne Downey, introducing Jakob Davies and Stephen McHattie","Horror, Mystery","Image Entertainment"
"Ted","Seth MacFarlane","Mark Wahlberg, Mila Kunis, Seth MacFarlane, Giovanni Ribisi, Joel McHale, Patrick Warburton, Jessica Stroup, Laura Vandervoort, Ralph Garman","Comedy","Universal Pictures, Fuzzy Door Productions, Media Rights Capital"
"That's My Boy","Sean Anders","Adam Sandler, Andy Samberg, Leighton Meester, Eva Amurri, Susan Sarandon, James Caan, Milo Ventimiglia, Will Forte, Colin Quinn, Todd Bridges, Vanilla Ice, Ian Ziering, Rex Ryan, Luenell, Ciara, Peggy Stewart, Tony Orlando, Alan Thicke, Dan Patrick, Blake Clark, Nick Swardson, Ana Gasteyer, Baron Davis","Comedy","Columbia Pictures, Happy Madison Productions, Relativity Media"
"Think Like a Man","Tim Story","Michael Ealy, Jerry Ferrara, Meagan Good, Regina Hall, Kevin Hart, Taraji P. Henson, Terrence J, Romany Malco, Gabrielle Union, Steve Harvey, Gary Owen, Chris Brown, Wendy Williams, Tony Rock, La La Anthony, Sherri Shepherd, Tika Sumpter, Keri Hilson, Kelly Rowland, Jenifer Lewis","Romantic comedy","Screen Gems Based on the self-help book Act Like a Lady, Think Like a Man by Steve Harvey"
"This Is 40","Judd Apatow","Leslie Mann, Paul Rudd, John Lithgow, Megan Fox and Albert Brooks, Iris Apatow, Maude Apatow, Melissa McCarthy, Robert Smigel, Charlyne Yi","Comedy","Universal Pictures"
"This Means War","McG","Tom Hardy, Chris Pine, Reese Witherspoon, Chelsea Handler, Abigail Spencer, Til Schweiger, Laura Vandervoort, Leela Savasta, Angela Bassett","Comedy, Spy film","20th Century Fox"
"A Thousand Words","Brian Robbins","Eddie Murphy, Kerry Washington, Cliff Curtis, Clark Duke, Allison Janney, Ariel Winter, Steve Little, John Witherspoon, Jack McBrayer","Comedy-drama","Paramount Pictures, DreamWorks Pictures"
"The Three Stooges","Farrelly brothers","Chris Diamantopoulos, Will Sasso, Sean Hayes, Jane Lynch, Larry David, Brian Doyle-Murray, Sofía Vergara, Jennifer Hudson, Lin Shaye, Stephen Collins, Carly Craig, Craig Bierko, Kirby Heyborne, Isaiah Mustafa, Dwight Howard, Kate Upton","Comedy","20th Century Fox Based on the original comedy shorts of the same name"
"Thunderstruck","John Whitesell","Kevin Durant, Taylor Gray, Brandon T. Jackson, Doc Shaw, Jim Belushi","Family, Sports comedy","Warner Premiere"
"Titanic 3D","James Cameron","Leonardo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates, Francis Fisher, Gloria Stuart, Bill Paxton, Bernard Hill, David Warner, Victor Garber, Jonathan Hyde, Eric Braeden, Bernard Fox, Suzy Amis, Danny Nucci, Lewis Abernathy, Nicholas Cascone","Drama","Paramount Pictures, 20th Century Fox, Lightstorm Entertainment"
"Total Recall","Len Wiseman","Colin Farrell, Kate Beckinsale, Jessica Biel, Bryan Cranston, John Cho and Bill Nighy, Bokeem Woodbine","Action thriller, Science fiction","Columbia Pictures Inspired by We Can Remember It for You Wholesale by Philip K. Dick"
"Touchback","Don Handfield","Brian Presley, Melanie Lynskey, Marc Blucas, with Kurt Russell and Christine Lahti, Sarah Wright, Sianoa Smit-McPhee, Drew Powell, Kevin Covais, Steve Turner, James Duval","Drama","Anchor Bay Films"
"Trouble with the Curve","Robert Lorenz","Clint Eastwood, Amy Adams, Justin Timberlake and John Goodman, Matthew Lillard, Scott Eastwood","Drama, Sports","Warner Bros. Pictures"
"The Twilight Saga: Breaking Dawn - Part 2","Bill Condon","Kristen Stewart, Robert Pattinson, Taylor Lautner, Nikki Reed, Peter Facinelli, Elizabeth Reaser, Ashley Greene, Kellan Lutz, Jackson Rathbone, Julia Jones, Booboo Stewart, Billy Burke, Sarah Clarke, MyAnna Buring, Maggie Grace, Casey LaBow, Michael Sheen, Jamie Campbell Bower, Christopher Heyerdahl, Chaske Spencer, Christian Camargo, Mía Maestro, Mackenzie Foy, Dakota Fanning, Cameron Bright, Charlie Bewley, Daniel Cudmore, Noel Fisher, Guri Weinberg, Lee Pace, Joe Anderson, Judi Shekoni, Tracey Huggins, J. D. Pardo, Rami Malek","Fantasy romance","Lionsgate, Summit Entertainment Based on Breaking Dawn by Stephenie Meyer Preceded by The Twilight Saga: Breaking Dawn - Part 1 (2011)"
"Underworld: Awakening","Måns Mårlind and Björn Stein","Kate Beckinsale, Stephen Rea, Michael Ealy, Theo James, India Eisley and Charles Dance","Action, Horror","Screen Gems, Lakeshore Entertainment Preceded by Underworld: Rise of the Lycans (2009)"
"The Unspeakable Act","Dan Sallitt","Tallie Medel, Sky Hirschkron, Aundrea Fares, Kati Schwartz, Caroline Luft, Eleanore Pienta, Collin Summers, Caitlin Mehner, Mike Faist, Liz Toonkel, Jessica Pinfield, Sunita Mani, Kate Lyn Sheil, Gonzalo Cordova, Zelda Knapp","Drama, Coming of age","The Cinema Guild"
"V/H/S","Adam Wingard, David Bruckner, Ti West, Glenn McQuaid, Joe Swanberg, Radio Silence","A series of found-footage shorts.","Anthology, Horror","Magnolia Pictures, Magnet Releasing"
"Virginia","Dustin Lance Black","Jennifer Connelly, Ed Harris, Emma Roberts, Harrison Gilbertson, Amy Madigan, Carrie Preston and Toby Jones","Dramedy","Entertainment One"
"The Vow","Michael Sucsy","Channing Tatum, Rachel McAdams, Sam Neill, Scott Speedman and Jessica Lange","Romantic drama","Spyglass Entertainment, Screen Gems"
"Wanderlust","David Wain","Paul Rudd, Jennifer Aniston, Justin Theroux, Malin Åkerman, Kathryn Hahn, Lauren Ambrose and Alan Alda","Comedy","Universal Pictures, Relativity Media, Apatow Productions, Alliance Films"
"The Watch","Akiva Schaffer","Ben Stiller, Vince Vaughn, Jonah Hill, Richard Ayoade, Rosemarie DeWitt, Nicholas Braun, Will Forte, Erin Moriarty, Billy Crudup, Doug Jones","Sci-fi comedy","20th Century Fox"
"Won't Back Down","Daniel Barnz","Maggie Gyllenhaal, Viola Davis, Oscar Isaac, Rosie Perez, Ving Rhames, Marianne Jean-Baptiste and Holly Hunter","Drama","20th Century Fox, Walden Media"
"The Words","Brian Klugman, Lee Sternthal","Bradley Cooper, Jeremy Irons, Dennis Quaid, Olivia Wilde and Zoe Saldana, Ben Barnes, Nora Arnezeder","Drama","CBS Films"
"Wrath of the Titans","Jonathan Liebesman","Sam Worthington, Rosamund Pike, Bill Nighy, Édgar Ramírez, Toby Kebbell, Danny Huston, with Ralph Fiennes and Liam Neeson","Action-adventure, Fantasy","Warner Bros. Pictures, Legendary Pictures Preceded by Clash of the Titans (2010)"
"Zero Dark Thirty","Kathryn Bigelow","Jessica Chastain, Jason Clarke, Joel Edgerton, Mark Strong, Chris Pratt, Kyle Chandler, Taylor Kinney, Mark Duplass, Frank Grillo, Stephen Dillane, Édgar Ramírez, Harold Perrineau, Reda Kateb, Jennifer Ehle, James Gandolfini, Scott Adkins, Mark Valley, Ricky Sekhon, John Barrowman","Action thriller","Columbia Pictures"
"Wreck-It Ralph","Rich Moore","John C. Reilly, Sarah Silverman, Jack McBrayer, Jane Lynch, Alan Tudyk, Mindy Kaling, Joe Lo Truglio, Ed O'Neill, Dennis Haysbert, Adam Carolla, Horatio Sanz, and Rich Moore","Animated, Comedy, Family","Walt Disney Pictures, Walt Disney Animation Studios"
"Goodbye Promise","David Branin","Gregor Collins, Sarah Prikryl, Brian Ronalds","Drama, Independent movie","David Branin, Gregor Collins, Karen Worden, Indiegogo"
"What to Expect When You're Expecting","Kirk Jones","Cameron Diaz, Jennifer Lopez, Elizabeth Banks, Chace Crawford, Brooklyn Decker, Anna Kendrick, Matthew Morrison, Dennis Quaid, Chris Rock, Rodrigo Santoro","Romantic comedy","Lionsgate, Alcon Entertainment Based on the self-help book of the same name by Heidi Murkoff and Sharon Mazel"
